date,theme,sentiment,comment_count
2025-03-20,other,positive,1
2025-03-20,promos_bonuses,neutral,1
2025-03-20,win_loss_emotion,neutral,1
2025-03-21,other,neutral,4
2025-03-21,promos_bonuses,neutral,1
2025-03-21,support,neutral,1
2025-03-21,win_loss_emotion,neutral,1
2025-03-22,other,neutral,3
2025-03-22,support,neutral,1
2025-03-22,win_loss_emotion,neutral,1
2025-03-23,other,neutral,4
2025-03-23,other,positive,1
2025-03-23,promos_bonuses,neutral,1
2025-03-24,other,neutral,4
2025-03-24,other,positive,1
2025-03-25,other,neutral,5
2025-03-25,win_loss_emotion,neutral,1
2025-03-26,other,neutral,3
2025-03-27,other,neutral,2
2025-03-27,support,neutral,1
2025-03-27,trust_payouts,neutral,2
2025-03-28,other,neutral,2
2025-03-28,other,positive,1
2025-03-28,support,positive,1
2025-03-28,win_loss_emotion,neutral,1
2025-03-29,other,neutral,7
2025-03-29,trust_payouts,neutral,1
2025-03-29,win_loss_emotion,positive,1
2025-03-30,other,neutral,6
2025-03-30,trust_payouts,neutral,1
2025-03-30,win_loss_emotion,neutral,1
2025-03-31,other,neutral,4
2025-04-01,promos_bonuses,neutral,1
2025-04-02,other,neutral,4
2025-04-02,product_ux,neutral,1
2025-04-02,win_loss_emotion,neutral,1
2025-04-03,other,neutral,3
2025-04-03,win_loss_emotion,positive,1
2025-04-04,other,negative,1
2025-04-04,other,neutral,2
2025-04-05,other,neutral,1
2025-04-05,promos_bonuses,neutral,1
2025-04-06,other,neutral,2
2025-04-06,other,positive,2
2025-04-06,trust_payouts,negative,1
2025-04-06,win_loss_emotion,neutral,1
2025-04-07,other,neutral,3
2025-04-07,promos_bonuses,neutral,1
2025-04-07,win_loss_emotion,neutral,3
2025-04-08,other,neutral,2
2025-04-09,other,neutral,9
2025-04-09,trust_payouts,neutral,1
2025-04-09,win_loss_emotion,neutral,1
2025-04-10,other,neutral,3
2025-04-11,other,neutral,2
2025-04-11,trust_payouts,neutral,1
2025-04-11,win_loss_emotion,neutral,3
2025-04-12,other,neutral,6
2025-04-13,other,neutral,3
2025-04-13,support,neutral,1
2025-04-14,other,neutral,3
2025-04-14,product_ux,neutral,1
2025-04-14,support,neutral,1
2025-04-14,win_loss_emotion,neutral,1
2025-04-15,other,neutral,3
2025-04-15,other,positive,1
2025-04-15,promos_bonuses,neutral,1
2025-04-15,promos_bonuses,positive,1
2025-04-15,win_loss_emotion,positive,1
2025-04-16,other,neutral,1
2025-04-16,win_loss_emotion,neutral,2
2025-04-17,other,positive,1
2025-04-19,other,neutral,2
2025-04-19,other,positive,1
2025-04-19,trust_payouts,neutral,1
2025-04-19,win_loss_emotion,neutral,2
2025-04-20,other,neutral,1
2025-04-20,win_loss_emotion,neutral,2
2025-04-21,other,neutral,2
2025-04-21,other,positive,1
2025-04-21,trust_payouts,positive,1
2025-04-22,other,neutral,5
2025-04-22,product_ux,neutral,1
2025-04-22,promos_bonuses,neutral,1
2025-04-23,other,neutral,2
2025-04-23,other,positive,1
2025-04-24,other,neutral,3
2025-04-24,promos_bonuses,neutral,1
2025-04-24,support,neutral,1
2025-04-24,win_loss_emotion,neutral,1
2025-04-26,win_loss_emotion,neutral,1
2025-04-27,other,neutral,4
2025-04-28,other,neutral,1
2025-04-28,other,positive,1
2025-04-28,win_loss_emotion,neutral,1
2025-04-29,other,neutral,1
2025-04-30,other,neutral,3
2025-04-30,other,positive,1
2025-04-30,win_loss_emotion,positive,1
2025-05-01,other,neutral,2
2025-05-01,other,positive,1
2025-05-01,promos_bonuses,negative,1
2025-05-01,trust_payouts,negative,1
2025-05-01,trust_payouts,neutral,1
2025-05-02,other,neutral,2
2025-05-04,other,neutral,4
2025-05-04,win_loss_emotion,neutral,1
2025-05-05,other,neutral,3
2025-05-05,trust_payouts,negative,1
2025-05-05,win_loss_emotion,negative,1
2025-05-05,win_loss_emotion,neutral,1
2025-05-06,other,neutral,2
2025-05-06,other,positive,1
2025-05-07,other,neutral,2
2025-05-07,product_ux,neutral,1
2025-05-07,promos_bonuses,neutral,1
2025-05-07,support,neutral,1
2025-05-07,win_loss_emotion,neutral,1
2025-05-08,other,neutral,3
2025-05-08,promos_bonuses,neutral,1
2025-05-08,support,neutral,1
2025-05-08,win_loss_emotion,neutral,1
2025-05-09,other,neutral,1
2025-05-10,other,neutral,2
2025-05-11,other,neutral,1
2025-05-12,other,neutral,1
2025-05-12,product_ux,neutral,1
2025-05-12,trust_payouts,neutral,1
2025-05-13,other,neutral,1
2025-05-14,other,neutral,1
2025-05-14,other,positive,1
2025-05-14,win_loss_emotion,neutral,1
2025-05-15,other,negative,1
2025-05-15,other,neutral,2
2025-05-15,promos_bonuses,neutral,1
2025-05-16,other,neutral,1
2025-05-17,other,neutral,1
2025-05-17,product_ux,positive,1
2025-05-17,win_loss_emotion,neutral,1
2025-05-19,other,neutral,1
2025-05-20,promos_bonuses,neutral,1
2025-05-21,other,neutral,1
2025-05-22,other,neutral,1
2025-05-22,promos_bonuses,neutral,1
2025-05-22,trust_payouts,neutral,1
2025-05-22,win_loss_emotion,neutral,1
2025-05-24,other,neutral,1
2025-05-25,other,neutral,1
2025-05-26,other,neutral,1
2025-05-27,other,neutral,1
2025-05-28,other,neutral,1
2025-05-29,other,neutral,9
2025-05-29,other,positive,2
2025-05-29,product_ux,neutral,1
2025-05-29,product_ux,positive,2
2025-05-29,promos_bonuses,neutral,2
2025-05-29,promos_bonuses,positive,2
2025-05-29,win_loss_emotion,neutral,2
2025-05-29,win_loss_emotion,positive,1
2025-05-30,other,neutral,1
2025-05-30,other,positive,1
2025-05-30,product_ux,neutral,1
2025-05-30,trust_payouts,neutral,1
2025-05-30,win_loss_emotion,neutral,1
2025-05-31,other,neutral,1
2025-06-01,win_loss_emotion,neutral,1
2025-06-02,other,neutral,3
2025-06-02,product_ux,neutral,1
2025-06-02,support,neutral,1
2025-06-03,other,neutral,5
2025-06-03,win_loss_emotion,neutral,1
2025-06-04,other,neutral,3
2025-06-05,other,neutral,1
2025-06-07,other,neutral,1
2025-06-08,win_loss_emotion,neutral,1
2025-06-09,other,neutral,1
2025-06-10,other,neutral,1
2025-06-10,win_loss_emotion,positive,1
2025-06-12,other,neutral,2
2025-06-12,win_loss_emotion,neutral,1
2025-06-13,other,neutral,1
2025-06-13,promos_bonuses,neutral,1
2025-06-14,other,neutral,6
2025-06-14,other,positive,1
2025-06-14,win_loss_emotion,neutral,2
2025-06-15,other,neutral,1
2025-06-16,other,neutral,1
2025-06-23,other,neutral,2
2025-06-23,win_loss_emotion,positive,1
2025-06-24,other,neutral,2
2025-06-24,win_loss_emotion,positive,1
2025-06-26,other,neutral,1
2025-06-30,other,neutral,1
2025-07-04,other,neutral,1
2025-07-06,other,neutral,3
2025-07-08,other,neutral,1
2025-07-09,other,neutral,4
2025-07-10,other,neutral,5
2025-07-10,trust_payouts,neutral,1
2025-07-11,other,neutral,3
2025-07-12,other,negative,1
2025-07-12,other,neutral,1
2025-07-12,promos_bonuses,neutral,1
2025-07-13,other,neutral,3
2025-07-13,trust_payouts,neutral,1
2025-07-13,win_loss_emotion,neutral,1
2025-07-14,other,neutral,1
2025-07-14,promos_bonuses,neutral,1
2025-07-14,win_loss_emotion,neutral,1
2025-07-15,other,neutral,19
2025-07-15,other,positive,4
2025-07-16,other,neutral,5
2025-07-16,other,positive,2
2025-07-17,other,neutral,8
2025-07-17,other,positive,2
2025-07-21,win_loss_emotion,neutral,1
2025-08-02,other,neutral,2
2025-08-04,other,neutral,1
2025-08-05,win_loss_emotion,neutral,1
2025-08-06,other,positive,1
2025-08-06,win_loss_emotion,positive,1
2025-08-08,product_ux,neutral,1
2025-08-09,other,neutral,1
2025-08-12,other,neutral,2
2025-08-13,product_ux,neutral,1
2025-08-13,promos_bonuses,neutral,1
2025-08-14,other,neutral,2
2025-08-15,other,neutral,1
2025-08-16,win_loss_emotion,neutral,1
2025-08-18,other,positive,1
2025-08-19,win_loss_emotion,positive,1
2025-08-21,trust_payouts,negative,1
2025-08-22,other,neutral,1
2025-08-26,other,neutral,2
2025-08-26,win_loss_emotion,neutral,1
2025-08-27,win_loss_emotion,neutral,2
2025-08-28,other,neutral,1
2025-08-29,trust_payouts,neutral,1
2025-08-31,other,neutral,1
2025-09-01,other,neutral,1
2025-09-02,other,neutral,1
2025-09-02,other,positive,1
2025-09-02,win_loss_emotion,neutral,1
2025-09-04,other,neutral,2
2025-09-05,other,neutral,2
2025-09-07,other,neutral,1
2025-09-08,other,neutral,2
2025-09-08,trust_payouts,neutral,1
2025-09-10,other,neutral,1
2025-09-10,product_ux,neutral,1
2025-09-10,trust_payouts,neutral,1
2025-09-11,other,neutral,2
2025-09-12,promos_bonuses,neutral,1
2025-09-13,win_loss_emotion,neutral,2
2025-09-14,win_loss_emotion,neutral,1
2025-09-15,other,neutral,1
2025-09-15,other,positive,1
2025-09-15,win_loss_emotion,neutral,1
2025-09-16,other,neutral,5
2025-09-16,product_ux,neutral,1
2025-09-16,support,neutral,1
2025-09-16,trust_payouts,neutral,1
2025-09-16,win_loss_emotion,neutral,1
2025-09-17,other,neutral,3
2025-09-17,other,positive,2
2025-09-17,product_ux,neutral,1
2025-09-17,promos_bonuses,neutral,1
2025-09-17,win_loss_emotion,neutral,1
2025-09-18,other,neutral,1
2025-09-19,win_loss_emotion,neutral,1
2025-09-20,other,neutral,6
2025-09-20,other,positive,1
2025-09-20,win_loss_emotion,neutral,2
2025-09-21,other,neutral,7
2025-09-21,win_loss_emotion,neutral,1
2025-09-22,other,neutral,1
2025-09-23,other,neutral,6
2025-09-23,promos_bonuses,neutral,2
2025-09-24,other,neutral,5
2025-09-24,support,neutral,1
2025-09-24,win_loss_emotion,negative,1
2025-09-25,other,negative,2
2025-09-25,other,neutral,2
2025-09-25,other,positive,1
2025-09-25,win_loss_emotion,neutral,2
2025-09-26,other,neutral,6
2025-09-26,product_ux,negative,1
2025-09-26,trust_payouts,negative,1
2025-09-26,trust_payouts,neutral,1
2025-09-26,win_loss_emotion,negative,1
2025-09-26,win_loss_emotion,neutral,1
2025-09-27,other,neutral,7
2025-09-27,win_loss_emotion,neutral,4
2025-09-28,other,neutral,4
2025-09-28,other,positive,2
2025-09-29,other,neutral,3
2025-09-29,trust_payouts,neutral,1
2025-09-29,win_loss_emotion,neutral,1
2025-09-30,other,neutral,1
2025-09-30,other,positive,1
2025-09-30,trust_payouts,neutral,1
2025-10-01,other,neutral,3
2025-10-02,other,neutral,6
2025-10-02,win_loss_emotion,neutral,1
2025-10-03,other,neutral,1
2025-10-03,other,positive,1
2025-10-03,trust_payouts,negative,1
2025-10-04,other,neutral,3
2025-10-04,win_loss_emotion,neutral,1
2025-10-05,other,neutral,2
2025-10-06,other,negative,1
2025-10-06,other,neutral,1
2025-10-07,other,neutral,4
2025-10-08,other,neutral,1
2025-10-09,other,neutral,3
2025-10-10,other,neutral,9
2025-10-10,promos_bonuses,neutral,1
2025-10-11,other,neutral,6
2025-10-11,promos_bonuses,neutral,1
2025-10-11,trust_payouts,neutral,1
2025-10-11,win_loss_emotion,neutral,1
2025-10-12,other,neutral,6
2025-10-12,other,positive,1
2025-10-12,win_loss_emotion,neutral,1
2025-10-13,other,neutral,1
2025-10-14,other,neutral,1
2025-10-14,product_ux,neutral,1
2025-10-14,trust_payouts,neutral,1
2025-10-15,other,positive,1
2025-10-16,other,neutral,2
2025-10-17,other,neutral,2
2025-10-18,other,neutral,1
2025-10-18,trust_payouts,neutral,1
2025-10-19,other,neutral,2
2025-10-19,win_loss_emotion,neutral,1
2025-10-20,other,neutral,4
2025-10-20,win_loss_emotion,neutral,1
2025-10-21,other,neutral,1
2025-10-21,other,positive,1
2025-10-22,other,neutral,8
2025-10-22,product_ux,neutral,1
2025-10-22,trust_payouts,neutral,1
2025-10-22,win_loss_emotion,neutral,2
2025-10-22,win_loss_emotion,positive,1
2025-10-23,other,neutral,8
2025-10-23,win_loss_emotion,neutral,1
2025-10-24,other,neutral,2
2025-10-24,other,positive,1
2025-10-24,promos_bonuses,neutral,2
2025-10-24,trust_payouts,negative,1
2025-10-24,trust_payouts,neutral,2
2025-10-25,other,neutral,7
2025-10-25,promos_bonuses,neutral,1
2025-10-25,support,neutral,1
2025-10-25,trust_payouts,neutral,1
2025-10-26,other,neutral,3
2025-10-26,win_loss_emotion,neutral,2
2025-10-27,other,neutral,2
2025-10-27,product_ux,neutral,1
2025-10-27,trust_payouts,neutral,1
2025-10-27,win_loss_emotion,neutral,2
2025-10-28,other,neutral,1
2025-10-28,promos_bonuses,neutral,1
2025-10-28,win_loss_emotion,neutral,1
2025-10-29,other,neutral,5
2025-10-29,product_ux,neutral,2
2025-10-30,win_loss_emotion,neutral,1
2025-10-31,other,neutral,2
2025-11-01,other,neutral,3
2025-11-01,trust_payouts,neutral,1
2025-11-01,win_loss_emotion,neutral,1
2025-11-02,other,neutral,2
2025-11-03,other,neutral,6
2025-11-04,other,neutral,2
2025-11-04,win_loss_emotion,neutral,1
2025-11-05,other,neutral,6
2025-11-05,product_ux,positive,1
2025-11-05,win_loss_emotion,positive,2
2025-11-06,other,neutral,1
2025-11-07,promos_bonuses,positive,1
2025-11-08,other,neutral,1
2025-11-10,other,neutral,1
2025-11-11,other,neutral,1
2025-11-11,other,positive,1
2025-11-13,other,neutral,2
2025-11-13,trust_payouts,neutral,2
2025-11-14,other,neutral,2
2025-11-15,other,neutral,1
2025-11-15,other,positive,1
2025-11-17,win_loss_emotion,neutral,1
2025-11-18,other,neutral,1
2025-11-18,trust_payouts,negative,1
2025-11-19,other,neutral,1
2025-11-20,other,neutral,5
2025-11-20,trust_payouts,neutral,1
2025-11-21,other,neutral,5
2025-11-21,other,positive,1
2025-11-23,other,neutral,2
2025-11-23,promos_bonuses,neutral,1
2025-11-24,other,neutral,1
2025-11-25,other,neutral,3
2025-11-25,other,positive,3
2025-11-26,other,neutral,3
2025-11-27,other,neutral,3
2025-11-27,trust_payouts,neutral,1
2025-11-28,other,neutral,1
2025-11-29,other,neutral,2
2025-12-01,other,neutral,1
2025-12-01,trust_payouts,neutral,2
2025-12-02,other,neutral,4
2025-12-02,other,positive,1
2025-12-02,support,neutral,1
2025-12-02,win_loss_emotion,neutral,1
2025-12-03,other,neutral,3
2025-12-03,win_loss_emotion,neutral,1
2025-12-04,other,neutral,1
2025-12-06,other,neutral,2
2025-12-06,support,neutral,1
2025-12-06,trust_payouts,neutral,1
2025-12-07,other,neutral,2
2025-12-07,product_ux,neutral,1
2025-12-07,trust_payouts,negative,1
2025-12-07,trust_payouts,neutral,1
2025-12-07,win_loss_emotion,neutral,1
2025-12-08,other,neutral,4
2025-12-09,other,neutral,3
2025-12-09,product_ux,neutral,1
2025-12-09,win_loss_emotion,neutral,1
2025-12-10,other,neutral,1
2025-12-11,other,neutral,2
2025-12-13,other,positive,1
2025-12-14,other,neutral,2
2025-12-15,other,neutral,5
2025-12-15,other,positive,1
2025-12-15,promos_bonuses,neutral,1
2025-12-15,win_loss_emotion,positive,1
2025-12-16,other,neutral,1
2025-12-17,other,neutral,3
2025-12-17,promos_bonuses,positive,1
2025-12-17,win_loss_emotion,neutral,1
2025-12-18,other,neutral,1
2025-12-19,other,negative,1
2025-12-19,other,neutral,2
2025-12-19,other,positive,1
2025-12-20,product_ux,neutral,1
2025-12-22,other,neutral,1
2025-12-23,other,neutral,1
2025-12-24,other,neutral,2
2025-12-24,other,positive,1
2025-12-25,other,neutral,1
2025-12-26,other,neutral,1
2025-12-27,other,neutral,2
2025-12-28,other,neutral,2
2025-12-29,other,neutral,3
2025-12-29,win_loss_emotion,neutral,1
2025-12-30,other,neutral,1
2025-12-30,product_ux,neutral,1
2026-01-01,other,neutral,5
2026-01-02,other,neutral,3
2026-01-02,support,positive,1
2026-01-04,other,neutral,6
2026-01-05,other,neutral,1
2026-01-05,trust_payouts,negative,1
2026-01-07,other,neutral,2
2026-01-08,other,neutral,2
2026-01-08,win_loss_emotion,neutral,3
2026-01-09,other,neutral,1
2026-01-10,other,neutral,1
2026-01-11,other,neutral,1
2026-01-11,promos_bonuses,neutral,2
2026-01-11,win_loss_emotion,neutral,2
2026-01-13,win_loss_emotion,neutral,1
2026-01-14,other,neutral,1
2026-01-15,other,neutral,3
2026-01-16,other,neutral,1
2026-01-17,other,neutral,2
2026-01-18,other,positive,1
2026-01-19,other,neutral,2
2026-01-20,other,neutral,3
2026-01-20,other,positive,1
2026-01-20,promos_bonuses,positive,1
2026-01-20,trust_payouts,neutral,1
2026-01-21,other,neutral,1
2026-01-22,other,neutral,1
2026-01-22,other,positive,1
2026-01-23,product_ux,neutral,1
2026-01-26,other,negative,1
2026-01-26,other,neutral,2
2026-01-26,other,positive,1
2026-01-27,other,neutral,1
2026-01-27,support,neutral,1
2026-01-28,other,neutral,3
2026-01-30,other,positive,2
2026-01-31,other,neutral,1
2026-01-31,other,positive,1
2026-02-01,other,neutral,24
2026-02-01,other,positive,1
2026-02-01,promos_bonuses,neutral,1
2026-02-02,other,neutral,5
2026-02-02,promos_bonuses,neutral,1
2026-02-03,other,neutral,6
2026-02-03,win_loss_emotion,neutral,2
2026-02-04,other,neutral,1
2026-02-05,other,neutral,1
2026-02-06,other,neutral,1
2026-02-07,other,neutral,1
2026-02-09,other,negative,1
2026-02-09,other,neutral,2
2026-02-10,other,neutral,1
2026-02-11,other,neutral,3
2026-02-11,win_loss_emotion,neutral,1
2026-02-12,other,neutral,1
2026-02-14,other,neutral,1
2026-02-15,other,neutral,1
2026-02-16,other,neutral,2
2026-02-17,other,neutral,2
2026-02-18,other,neutral,17
2026-02-18,other,positive,3
2026-02-18,win_loss_emotion,neutral,6
2026-02-18,win_loss_emotion,positive,1
2026-02-19,other,neutral,4
2026-02-19,other,positive,2
2026-02-19,win_loss_emotion,neutral,1
2026-02-21,win_loss_emotion,neutral,1
2026-02-22,other,neutral,2
2026-02-23,other,negative,2
2026-02-23,other,neutral,49
2026-02-23,other,positive,3
2026-02-23,product_ux,neutral,1
2026-02-23,promos_bonuses,neutral,1
2026-02-23,promos_bonuses,positive,1
2026-02-23,support,neutral,1
2026-02-23,win_loss_emotion,neutral,5
2026-02-23,win_loss_emotion,positive,1
2026-02-24,other,neutral,133
2026-02-24,other,positive,18
2026-02-24,product_ux,neutral,1
2026-02-24,promos_bonuses,neutral,9
2026-02-24,promos_bonuses,positive,1
2026-02-24,support,neutral,1
2026-02-24,trust_payouts,neutral,1
2026-02-24,win_loss_emotion,neutral,18
2026-02-24,win_loss_emotion,positive,1
2026-02-25,other,neutral,4
